id,title,description,category,priority,status,created_at
979,Monitor display issues,Second monitor is not being detected by my computer. Multiple users are reporting this issue.,hardware,low,open,2025-10-07 17:13:40
980,Printer paper jam,Office printer has a paper jam that I cannot clear. Has been happening since yesterday.,hardware,low,open,2025-08-24 17:13:40
981,Slow internet speed,"Internet is extremely slow, pages take forever to load. This is affecting my work.",network,low,in_progress,2025-09-30 17:13:40
982,High priority: Browser performance issues,Chrome browser is very slow and unresponsive.,software,medium,open,2025-09-28 17:13:40
983,Need help: Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,medium,open,2025-11-19 17:13:40
984,CRITICAL: Email account issues,"Cannot access my email account, shows invalid credentials. Has been happening since yesterday.",account,high,open,2025-09-09 17:13:40
985,Major issue: Mouse not responding,Wireless mouse is not connecting to my computer. Has been happening since yesterday.,hardware,high,in_progress,2025-10-14 17:13:40
986,Important: Account locked out,My account has been locked after multiple login attempts. Multiple users are reporting this issue.,account,medium,open,2025-10-08 17:13:40
987,Software installation error,Cannot install the updated version of Adobe Reader. Has been happening since yesterday.,software,low,open,2025-10-22 17:13:40
988,Network connectivity issues,Unable to connect to the office network from my laptop. Has been happening since yesterday.,network,low,open,2025-10-22 17:13:40
989,Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,low,open,2025-08-29 17:13:40
990,Laptop screen flickering,My laptop screen keeps flickering and going black.,hardware,low,open,2025-11-10 17:13:40
991,Email account issues,"Cannot access my email account, shows invalid credentials. Please help urgently.",account,low,resolved,2025-11-14 17:13:40
992,EMERGENCY: Monitor display issues,Second monitor is not being detected by my computer.,hardware,high,open,2025-10-16 17:13:40
993,URGENT: Malware detected,Antivirus detected malware on my computer. Has been happening since yesterday.,security,high,in_progress,2025-10-16 17:13:40
994,Access permission needed,Need access to the shared drive for marketing team.,account,low,open,2025-09-14 17:13:40
995,Software license expired,AutoCAD showing license expired message. This is affecting my work.,software,low,resolved,2025-09-05 17:13:40
996,URGENT: WiFi connection problems,Cannot connect to WiFi in conference room B. Multiple users are reporting this issue.,network,high,resolved,2025-11-07 17:13:40
997,Need help: Browser performance issues,Chrome browser is very slow and unresponsive. Please help urgently.,software,medium,open,2025-10-03 17:13:40
998,Security certificate error,Getting security certificate error on company website.,security,low,resolved,2025-09-10 17:13:40
999,EMERGENCY: Software installation error,Cannot install the updated version of Adobe Reader. Please help urgently.,software,high,open,2025-09-22 17:13:40
1000,Suspicious email received,Received a phishing email claiming to be from IT. This is affecting my work.,security,low,open,2025-10-19 17:13:40
